laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN3607900000000,36,79,"Putnam , NY",2006,"56,183","54,225","1,958",3.5
CN3608100000000,36,81,"Queens , NY",2006,"1,091,546","1,042,607","48,939",4.5
CN3608300000000,36,83,"Rensselaer , NY",2006,"83,873","80,475","3,398",4.1
CN3608500000000,36,85,"Richmond , NY",2006,"236,624","226,076","10,548",4.5
CN3608700000000,36,87,"Rockland , NY",2006,"152,379","146,739","5,640",3.7
CN3608900000000,36,89,"St. Lawrence , NY",2006,"49,620","46,793","2,827",5.7
CN3609100000000,36,91,"Saratoga , NY",2006,"120,351","116,140","4,211",3.5
CN3609300000000,36,93,"Schenectady , NY",2006,"76,133","73,050","3,083",4
CN3609500000000,36,95,"Schoharie , NY",2006,"15,849","15,045",804,5.1
CN3609700000000,36,97,"Schuyler , NY",2006,"9,969","9,470",499,5
CN3609900000000,36,99,"Seneca , NY",2006,"17,336","16,563",773,4.5
CN3610100000000,36,101,"Steuben , NY",2006,"44,698","42,367","2,331",5.2
CN3610300000000,36,103,"Suffolk , NY",2006,"787,066","756,494","30,572",3.9
CN3610500000000,36,105,"Sullivan , NY",2006,"35,383","33,611","1,772",5
CN3610700000000,36,107,"Tioga , NY",2006,"26,454","25,325","1,129",4.3
CN3610900000000,36,109,"Tompkins , NY",2006,"55,378","53,506","1,872",3.4
CN3611100000000,36,111,"Ulster , NY",2006,"92,551","88,744","3,807",4.1
CN3611300000000,36,113,"Warren , NY",2006,"36,502","34,876","1,626",4.5
CN3611500000000,36,115,"Washington , NY",2006,"32,887","31,550","1,337",4.1
CN3611700000000,36,117,"Wayne , NY",2006,"48,603","46,348","2,255",4.6
CN3611900000000,36,119,"Westchester , NY",2006,"487,426","469,034","18,392",3.8
CN3612100000000,36,121,"Wyoming , NY",2006,"21,824","20,767","1,057",4.8
CN3612300000000,36,123,"Yates , NY",2006,"13,056","12,509",547,4.2
CN3700100000000,37,1,"Alamance , NC",2006,"69,615","65,815","3,800",5.5
CN3700300000000,37,3,"Alexander , NC",2006,"18,500","17,610",890,4.8
CN3700500000000,37,5,"Alleghany , NC",2006,"4,950","4,704",246,5
CN3700700000000,37,7,"Anson , NC",2006,"10,670","9,866",804,7.5
CN3700900000000,37,9,"Ashe , NC",2006,"12,816","12,097",719,5.6
CN3701100000000,37,11,"Avery , NC",2006,"8,018","7,628",390,4.9
CN3701300000000,37,13,"Beaufort , NC",2006,"20,572","19,398","1,174",5.7
CN3701500000000,37,15,"Bertie , NC",2006,"8,731","8,165",566,6.5
CN3701700000000,37,17,"Bladen , NC",2006,"15,232","14,262",970,6.4
CN3701900000000,37,19,"Brunswick , NC",2006,"46,535","44,463","2,072",4.5
CN3702100000000,37,21,"Buncombe , NC",2006,"118,775","114,342","4,433",3.7
CN3702300000000,37,23,"Burke , NC",2006,"41,543","39,165","2,378",5.7
CN3702500000000,37,25,"Cabarrus , NC",2006,"80,713","77,389","3,324",4.1
CN3702700000000,37,27,"Caldwell , NC",2006,"39,817","36,849","2,968",7.5
CN3702900000000,37,29,"Camden , NC",2006,"4,519","4,327",192,4.2
CN3703100000000,37,31,"Carteret , NC",2006,"32,918","31,562","1,356",4.1
CN3703300000000,37,33,"Caswell , NC",2006,"10,715","9,953",762,7.1
CN3703500000000,37,35,"Catawba , NC",2006,"77,385","73,255","4,130",5.3
CN3703700000000,37,37,"Chatham , NC",2006,"32,468","31,221","1,247",3.8
CN3703900000000,37,39,"Cherokee , NC",2006,"10,546","9,981",565,5.4
CN3704100000000,37,41,"Chowan , NC",2006,"7,015","6,667",348,5
CN3704300000000,37,43,"Clay , NC",2006,"4,686","4,505",181,3.9
CN3704500000000,37,45,"Cleveland , NC",2006,"47,884","44,856","3,028",6.3
CN3704700000000,37,47,"Columbus , NC",2006,"23,665","22,347","1,318",5.6
CN3704900000000,37,49,"Craven , NC",2006,"41,958","40,121","1,837",4.4
CN3705100000000,37,51,"Cumberland , NC",2006,"129,015","122,062","6,953",5.4
CN3705300000000,37,53,"Currituck , NC",2006,"12,644","12,221",423,3.3
CN3705500000000,37,55,"Dare , NC",2006,"22,416","21,416","1,000",4.5
CN3705700000000,37,57,"Davidson , NC",2006,"79,638","74,990","4,648",5.8
CN3705900000000,37,59,"Davie , NC",2006,"20,548","19,695",853,4.2
CN3706100000000,37,61,"Duplin , NC",2006,"23,444","22,235","1,209",5.2
CN3706300000000,37,63,"Durham , NC",2006,"134,474","129,229","5,245",3.9
CN3706500000000,37,65,"Edgecombe , NC",2006,"24,278","22,329","1,949",8
CN3706700000000,37,67,"Forsyth , NC",2006,"173,023","165,618","7,405",4.3
CN3706900000000,37,69,"Franklin , NC",2006,"26,831","25,705","1,126",4.2
CN3707100000000,37,71,"Gaston , NC",2006,"98,059","92,664","5,395",5.5
CN3707300000000,37,73,"Gates , NC",2006,"4,958","4,762",196,4
CN3707500000000,37,75,"Graham , NC",2006,"4,099","3,838",261,6.4
CN3707700000000,37,77,"Granville , NC",2006,"24,261","23,000","1,261",5.2
CN3707900000000,37,79,"Greene , NC",2006,"9,110","8,615",495,5.4
CN3708100000000,37,81,"Guilford , NC",2006,"246,620","235,196","11,424",4.6
CN3708300000000,37,83,"Halifax , NC",2006,"23,925","22,374","1,551",6.5
CN3708500000000,37,85,"Harnett , NC",2006,"46,730","44,436","2,294",4.9
CN3708700000000,37,87,"Haywood , NC",2006,"27,603","26,491","1,112",4
CN3708900000000,37,89,"Henderson , NC",2006,"47,901","46,192","1,709",3.6
CN3709100000000,37,91,"Hertford , NC",2006,"9,718","9,180",538,5.5
CN3709300000000,37,93,"Hoke , NC",2006,"19,520","18,479","1,041",5.3
CN3709500000000,37,95,"Hyde , NC",2006,"2,680","2,538",142,5.3
CN3709700000000,37,97,"Iredell , NC",2006,"76,658","73,303","3,355",4.4
CN3709900000000,37,99,"Jackson , NC",2006,"21,525","20,748",777,3.6
CN3710100000000,37,101,"Johnston , NC",2006,"74,090","71,163","2,927",4
CN3710300000000,37,103,"Jones , NC",2006,"4,807","4,588",219,4.6
CN3710500000000,37,105,"Lee , NC",2006,"26,237","24,822","1,415",5.4
CN3710700000000,37,107,"Lenoir , NC",2006,"27,443","25,911","1,532",5.6
CN3710900000000,37,109,"Lincoln , NC",2006,"37,828","35,936","1,892",5
CN3711100000000,37,111,"McDowell , NC",2006,"21,072","19,787","1,285",6.1
CN3711300000000,37,113,"Macon , NC",2006,"16,119","15,412",707,4.4
CN3711500000000,37,115,"Madison , NC",2006,"9,935","9,523",412,4.1
CN3711700000000,37,117,"Martin , NC",2006,"11,923","11,271",652,5.5
CN3711900000000,37,119,"Mecklenburg , NC",2006,"445,356","425,476","19,880",4.5
CN3712100000000,37,121,"Mitchell , NC",2006,"7,565","7,096",469,6.2
CN3712300000000,37,123,"Montgomery , NC",2006,"12,187","11,368",819,6.7
CN3712500000000,37,125,"Moore , NC",2006,"36,356","34,626","1,730",4.8
CN3712700000000,37,127,"Nash , NC",2006,"44,817","42,356","2,461",5.5
CN3712900000000,37,129,"New Hanover , NC",2006,"101,711","97,961","3,750",3.7
CN3713100000000,37,131,"Northampton , NC",2006,"8,995","8,481",514,5.7
CN3713300000000,37,133,"Onslow , NC",2006,"58,206","55,620","2,586",4.4
CN3713500000000,37,135,"Orange , NC",2006,"67,112","64,893","2,219",3.3
CN3713700000000,37,137,"Pamlico , NC",2006,"5,645","5,387",258,4.6
CN3713900000000,37,139,"Pasquotank , NC",2006,"17,834","16,943",891,5
CN3714100000000,37,141,"Pender , NC",2006,"23,402","22,427",975,4.2
CN3714300000000,37,143,"Perquimans , NC",2006,"5,264","4,988",276,5.2
CN3714500000000,37,145,"Person , NC",2006,"19,162","17,973","1,189",6.2
CN3714700000000,37,147,"Pitt , NC",2006,"76,178","72,195","3,983",5.2
CN3714900000000,37,149,"Polk , NC",2006,"9,390","9,062",328,3.5
CN3715100000000,37,151,"Randolph , NC",2006,"76,469","72,952","3,517",4.6
CN3715300000000,37,153,"Richmond , NC",2006,"20,216","18,691","1,525",7.5
CN3715500000000,37,155,"Robeson , NC",2006,"53,884","50,559","3,325",6.2
CN3715700000000,37,157,"Rockingham , NC",2006,"46,067","43,339","2,728",5.9
CN3715900000000,37,159,"Rowan , NC",2006,"69,324","65,876","3,448",5
CN3716100000000,37,161,"Rutherford , NC",2006,"29,746","27,442","2,304",7.7
CN3716300000000,37,163,"Sampson , NC",2006,"31,237","29,815","1,422",4.6
CN3716500000000,37,165,"Scotland , NC",2006,"14,801","13,491","1,310",8.9
CN3716700000000,37,167,"Stanly , NC",2006,"30,040","28,513","1,527",5.1
CN3716900000000,37,169,"Stokes , NC",2006,"24,265","23,221","1,044",4.3
CN3717100000000,37,171,"Surry , NC",2006,"34,969","33,179","1,790",5.1
CN3717300000000,37,173,"Swain , NC",2006,"7,255","6,849",406,5.6
CN3717500000000,37,175,"Transylvania , NC",2006,"12,627","12,096",531,4.2
CN3717700000000,37,177,"Tyrrell , NC",2006,"2,121","1,999",122,5.8
CN3717900000000,37,179,"Union , NC",2006,"88,957","85,447","3,510",3.9
CN3718100000000,37,181,"Vance , NC",2006,"18,773","17,369","1,404",7.5
CN3718300000000,37,183,"Wake , NC",2006,"427,016","411,511","15,505",3.6
CN3718500000000,37,185,"Warren , NC",2006,"7,886","7,386",500,6.3
CN3718700000000,37,187,"Washington , NC",2006,"6,117","5,710",407,6.7
CN3718900000000,37,189,"Watauga , NC",2006,"23,843","22,959",884,3.7
CN3719100000000,37,191,"Wayne , NC",2006,"52,107","49,666","2,441",4.7
CN3719300000000,37,193,"Wilkes , NC",2006,"31,410","29,715","1,695",5.4
CN3719500000000,37,195,"Wilson , NC",2006,"39,775","36,952","2,823",7.1
CN3719700000000,37,197,"Yadkin , NC",2006,"19,560","18,725",835,4.3
CN3719900000000,37,199,"Yancey , NC",2006,"7,946","7,503",443,5.6
CN3800100000000,38,1,"Adams , ND",2006,"1,307","1,268",39,3
CN3800300000000,38,3,"Barnes , ND",2006,"5,954","5,738",216,3.6
CN3800500000000,38,5,"Benson , ND",2006,"2,747","2,583",164,6
CN3800700000000,38,7,"Billings , ND",2006,523,510,13,2.5
CN3800900000000,38,9,"Bottineau , ND",2006,"3,450","3,322",128,3.7
CN3801100000000,38,11,"Bowman , ND",2006,"1,771","1,732",39,2.2
CN3801300000000,38,13,"Burke , ND",2006,"1,018",992,26,2.6
CN3801500000000,38,15,"Burleigh , ND",2006,"45,843","44,622","1,221",2.7
CN3801700000000,38,17,"Cass , ND",2006,"84,220","82,058","2,162",2.6
CN3801900000000,38,19,"Cavalier , ND",2006,"2,140","2,068",72,3.4
CN3802100000000,38,21,"Dickey , ND",2006,"3,019","2,936",83,2.7
CN3802300000000,38,23,"Divide , ND",2006,957,921,36,3.8
CN3802500000000,38,25,"Dunn , ND",2006,"1,733","1,675",58,3.3
CN3802700000000,38,27,"Eddy , ND",2006,"1,319","1,252",67,5.1
CN3802900000000,38,29,"Emmons , ND",2006,"1,823","1,734",89,4.9
CN3803100000000,38,31,"Foster , ND",2006,"1,722","1,664",58,3.4
CN3803300000000,38,33,"Golden Valley , ND",2006,850,823,27,3.2
CN3803500000000,38,35,"Grand Forks , ND",2006,"38,454","37,297","1,157",3
CN3803700000000,38,37,"Grant , ND",2006,"1,244","1,199",45,3.6
CN3803900000000,38,39,"Griggs , ND",2006,"1,321","1,280",41,3.1
CN3804100000000,38,41,"Hettinger , ND",2006,"1,198","1,156",42,3.5
CN3804300000000,38,43,"Kidder , ND",2006,"1,268","1,208",60,4.7
CN3804500000000,38,45,"LaMoure , ND",2006,"2,269","2,197",72,3.2
CN3804700000000,38,47,"Logan , ND",2006,956,925,31,3.2
CN3804900000000,38,49,"McHenry , ND",2006,"2,798","2,659",139,5
CN3805100000000,38,51,"McIntosh , ND",2006,"1,463","1,422",41,2.8
CN3805300000000,38,53,"McKenzie , ND",2006,"2,813","2,722",91,3.2
CN3805500000000,38,55,"McLean , ND",2006,"4,661","4,450",211,4.5
CN3805700000000,38,57,"Mercer , ND",2006,"4,771","4,591",180,3.8
CN3805900000000,38,59,"Morton , ND",2006,"14,840","14,352",488,3.3
CN3806100000000,38,61,"Mountrail , ND",2006,"2,907","2,733",174,6
CN3806300000000,38,63,"Nelson , ND",2006,"1,686","1,615",71,4.2
CN3806500000000,38,65,"Oliver , ND",2006,"1,099","1,055",44,4
CN3806700000000,38,67,"Pembina , ND",2006,"4,101","3,849",252,6.1
CN3806900000000,38,69,"Pierce , ND",2006,"1,922","1,837",85,4.4
CN3807100000000,38,71,"Ramsey , ND",2006,"5,967","5,726",241,4
CN3807300000000,38,73,"Ransom , ND",2006,"3,184","3,059",125,3.9
CN3807500000000,38,75,"Renville , ND",2006,"1,338","1,297",41,3.1
CN3807700000000,38,77,"Richland , ND",2006,"9,005","8,692",313,3.5
CN3807900000000,38,79,"Rolette , ND",2006,"5,116","4,648",468,9.1
CN3808100000000,38,81,"Sargent , ND",2006,"2,540","2,442",98,3.9
CN3808300000000,38,83,"Sheridan , ND",2006,702,664,38,5.4
CN3808500000000,38,85,"Sioux , ND",2006,"1,333","1,240",93,7
CN3808700000000,38,87,"Slope , ND",2006,528,516,12,2.3
CN3808900000000,38,89,"Stark , ND",2006,"13,717","13,359",358,2.6
CN3809100000000,38,91,"Steele , ND",2006,"1,132","1,104",28,2.5
CN3809300000000,38,93,"Stutsman , ND",2006,"11,922","11,561",361,3
CN3809500000000,38,95,"Towner , ND",2006,"1,199","1,137",62,5.2
CN3809700000000,38,97,"Traill , ND",2006,"4,243","4,090",153,3.6
CN3809900000000,38,99,"Walsh , ND",2006,"5,834","5,564",270,4.6
CN3810100000000,38,101,"Ward , ND",2006,"28,690","27,794",896,3.1
CN3810300000000,38,103,"Wells , ND",2006,"2,195","2,093",102,4.6
CN3810500000000,38,105,"Williams , ND",2006,"12,652","12,392",260,2.1
CN3900100000000,39,1,"Adams , OH",2006,"13,263","12,255","1,008",7.6
CN3900300000000,39,3,"Allen , OH",2006,"52,786","49,569","3,217",6.1
CN3900500000000,39,5,"Ashland , OH",2006,"27,299","25,791","1,508",5.5
CN3900700000000,39,7,"Ashtabula , OH",2006,"49,941","46,599","3,342",6.7
CN3900900000000,39,9,"Athens , OH",2006,"30,450","28,644","1,806",5.9
CN3901100000000,39,11,"Auglaize , OH",2006,"27,122","25,987","1,135",4.2
CN3901300000000,39,13,"Belmont , OH",2006,"32,755","30,842","1,913",5.8
CN3901500000000,39,15,"Brown , OH",2006,"22,075","20,555","1,520",6.9
CN3901700000000,39,17,"Butler , OH",2006,"189,822","179,024","10,798",5.7
CN3901900000000,39,19,"Carroll , OH",2006,"14,035","13,182",853,6.1
CN3902100000000,39,21,"Champaign , OH",2006,"20,811","19,749","1,062",5.1
CN3902300000000,39,23,"Clark , OH",2006,"70,943","66,960","3,983",5.6
CN3902500000000,39,25,"Clermont , OH",2006,"105,489","100,086","5,403",5.1
CN3902700000000,39,27,"Clinton , OH",2006,"24,232","23,061","1,171",4.8
CN3902900000000,39,29,"Columbiana , OH",2006,"53,486","50,021","3,465",6.5
CN3903100000000,39,31,"Coshocton , OH",2006,"17,633","16,404","1,229",7
CN3903300000000,39,33,"Crawford , OH",2006,"22,663","21,195","1,468",6.5
CN3903500000000,39,35,"Cuyahoga , OH",2006,"652,395","619,269","33,126",5.1
CN3903700000000,39,37,"Darke , OH",2006,"28,034","26,449","1,585",5.7
CN3903900000000,39,39,"Defiance , OH",2006,"20,665","19,509","1,156",5.6
CN3904100000000,39,41,"Delaware , OH",2006,"87,929","84,491","3,438",3.9
CN3904300000000,39,43,"Erie , OH",2006,"43,005","40,484","2,521",5.9
CN3904500000000,39,45,"Fairfield , OH",2006,"74,892","71,278","3,614",4.8
CN3904700000000,39,47,"Fayette , OH",2006,"16,416","15,604",812,4.9
CN3904900000000,39,49,"Franklin , OH",2006,"609,068","580,184","28,884",4.7
CN3905100000000,39,51,"Fulton , OH",2006,"23,518","22,120","1,398",5.9
CN3905300000000,39,53,"Gallia , OH",2006,"14,731","13,827",904,6.1
CN3905500000000,39,55,"Geauga , OH",2006,"51,232","49,176","2,056",4
CN3905700000000,39,57,"Greene , OH",2006,"78,300","74,308","3,992",5.1
CN3905900000000,39,59,"Guernsey , OH",2006,"19,852","18,556","1,296",6.5
CN3906100000000,39,61,"Hamilton , OH",2006,"426,496","404,843","21,653",5.1
CN3906300000000,39,63,"Hancock , OH",2006,"41,276","39,446","1,830",4.4
CN3906500000000,39,65,"Hardin , OH",2006,"15,951","15,056",895,5.6
CN3906700000000,39,67,"Harrison , OH",2006,"7,455","7,007",448,6
CN3906900000000,39,69,"Henry , OH",2006,"16,149","15,170",979,6.1
CN3907100000000,39,71,"Highland , OH",2006,"21,544","20,336","1,208",5.6
CN3907300000000,39,73,"Hocking , OH",2006,"14,086","13,211",875,6.2
CN3907500000000,39,75,"Holmes , OH",2006,"19,446","18,702",744,3.8
CN3907700000000,39,77,"Huron , OH",2006,"30,156","27,926","2,230",7.4
CN3907900000000,39,79,"Jackson , OH",2006,"16,042","14,845","1,197",7.5
CN3908100000000,39,81,"Jefferson , OH",2006,"31,741","29,538","2,203",6.9
CN3908300000000,39,83,"Knox , OH",2006,"30,667","29,114","1,553",5.1
CN3908500000000,39,85,"Lake , OH",2006,"131,566","125,854","5,712",4.3
CN3908700000000,39,87,"Lawrence , OH",2006,"29,158","27,616","1,542",5.3
CN3908900000000,39,89,"Licking , OH",2006,"83,022","78,759","4,263",5.1
CN3909100000000,39,91,"Logan , OH",2006,"24,971","23,804","1,167",4.7
CN3909300000000,39,93,"Lorain , OH",2006,"157,117","148,919","8,198",5.2
CN3909500000000,39,95,"Lucas , OH",2006,"226,280","211,928","14,352",6.3
CN3909700000000,39,97,"Madison , OH",2006,"20,078","19,019","1,059",5.3
CN3909900000000,39,99,"Mahoning , OH",2006,"120,024","112,304","7,720",6.4
CN3910100000000,39,101,"Marion , OH",2006,"32,431","30,675","1,756",5.4
CN3910300000000,39,103,"Medina , OH",2006,"94,369","90,314","4,055",4.3
CN3910500000000,39,105,"Meigs , OH",2006,"9,189","8,418",771,8.4
CN3910700000000,39,107,"Mercer , OH",2006,"24,198","23,290",908,3.8
CN3910900000000,39,109,"Miami , OH",2006,"55,727","52,706","3,021",5.4
CN3911100000000,39,111,"Monroe , OH",2006,"5,169","4,592",577,11.2
CN3911300000000,39,113,"Montgomery , OH",2006,"272,814","256,344","16,470",6
CN3911500000000,39,115,"Morgan , OH",2006,"5,754","5,228",526,9.1
CN3911700000000,39,117,"Morrow , OH",2006,"17,968","16,946","1,022",5.7
CN3911900000000,39,119,"Muskingum , OH",2006,"39,321","36,499","2,822",7.2
CN3912100000000,39,121,"Noble , OH",2006,"5,886","5,462",424,7.2
CN3912300000000,39,123,"Ottawa , OH",2006,"21,956","20,427","1,529",7
CN3912500000000,39,125,"Paulding , OH",2006,"10,626","10,105",521,4.9
CN3912700000000,39,127,"Perry , OH",2006,"16,613","15,384","1,229",7.4
CN3912900000000,39,129,"Pickaway , OH",2006,"24,347","22,932","1,415",5.8
CN3913100000000,39,131,"Pike , OH",2006,"10,776","9,820",956,8.9
CN3913300000000,39,133,"Portage , OH",2006,"90,460","85,793","4,667",5.2
CN3913500000000,39,135,"Preble , OH",2006,"22,117","20,794","1,323",6
CN3913700000000,39,137,"Putnam , OH",2006,"17,922","17,078",844,4.7
CN3913900000000,39,139,"Richland , OH",2006,"62,722","58,914","3,808",6.1
CN3914100000000,39,141,"Ross , OH",2006,"34,901","32,720","2,181",6.2
CN3914300000000,39,143,"Sandusky , OH",2006,"33,456","31,527","1,929",5.8
CN3914500000000,39,145,"Scioto , OH",2006,"31,395","29,007","2,388",7.6
CN3914700000000,39,147,"Seneca , OH",2006,"31,487","29,827","1,660",5.3
CN3914900000000,39,149,"Shelby , OH",2006,"28,333","27,126","1,207",4.3
CN3915100000000,39,151,"Stark , OH",2006,"190,175","179,113","11,062",5.8
CN3915300000000,39,153,"Summit , OH",2006,"295,022","279,340","15,682",5.3
CN3915500000000,39,155,"Trumbull , OH",2006,"106,095","99,440","6,655",6.3
CN3915700000000,39,157,"Tuscarawas , OH",2006,"48,135","45,693","2,442",5.1
CN3915900000000,39,159,"Union , OH",2006,"25,219","24,070","1,149",4.6
CN3916100000000,39,161,"Van Wert , OH",2006,"15,614","14,852",762,4.9
CN3916300000000,39,163,"Vinton , OH",2006,"5,727","5,273",454,7.9
CN3916500000000,39,165,"Warren , OH",2006,"106,991","101,704","5,287",4.9
CN3916700000000,39,167,"Washington , OH",2006,"33,047","31,308","1,739",5.3
CN3916900000000,39,169,"Wayne , OH",2006,"60,193","57,394","2,799",4.7
CN3917100000000,39,171,"Williams , OH",2006,"19,881","18,696","1,185",6
CN3917300000000,39,173,"Wood , OH",2006,"69,042","65,433","3,609",5.2
CN3917500000000,39,175,"Wyandot , OH",2006,"12,359","11,626",733,5.9
CN4000100000000,40,1,"Adair , OK",2006,"10,400","9,944",456,4.4
CN4000300000000,40,3,"Alfalfa , OK",2006,"2,277","2,181",96,4.2
CN4000500000000,40,5,"Atoka , OK",2006,"5,692","5,418",274,4.8
CN4000700000000,40,7,"Beaver , OK",2006,"2,941","2,863",78,2.7
CN4000900000000,40,9,"Beckham , OK",2006,"10,405","10,129",276,2.7
CN4001100000000,40,11,"Blaine , OK",2006,"4,840","4,640",200,4.1
CN4001300000000,40,13,"Bryan , OK",2006,"20,169","19,459",710,3.5
CN4001500000000,40,15,"Caddo , OK",2006,"11,734","11,088",646,5.5
CN4001700000000,40,17,"Canadian , OK",2006,"51,392","49,638","1,754",3.4
CN4001900000000,40,19,"Carter , OK",2006,"24,135","23,223",912,3.8
CN4002100000000,40,21,"Cherokee , OK",2006,"21,461","20,569",892,4.2
CN4002300000000,40,23,"Choctaw , OK",2006,"6,712","6,382",330,4.9
CN4002500000000,40,25,"Cimarron , OK",2006,"1,271","1,229",42,3.3
CN4002700000000,40,27,"Cleveland , OK",2006,"117,495","113,419","4,076",3.5
CN4002900000000,40,29,"Coal , OK",2006,"2,361","2,224",137,5.8
CN4003100000000,40,31,"Comanche , OK",2006,"45,351","43,492","1,859",4.1
CN4003300000000,40,33,"Cotton , OK",2006,"3,327","3,220",107,3.2
CN4003500000000,40,35,"Craig , OK",2006,"6,804","6,517",287,4.2
CN4003700000000,40,37,"Creek , OK",2006,"31,601","30,279","1,322",4.2
CN4003900000000,40,39,"Custer , OK",2006,"13,761","13,349",412,3
CN4004100000000,40,41,"Delaware , OK",2006,"17,385","16,605",780,4.5
CN4004300000000,40,43,"Dewey , OK",2006,"2,401","2,328",73,3
CN4004500000000,40,45,"Ellis , OK",2006,"2,212","2,153",59,2.7
CN4004700000000,40,47,"Garfield , OK",2006,"29,311","28,423",888,3
CN4004900000000,40,49,"Garvin , OK",2006,"13,600","13,113",487,3.6
CN4005100000000,40,51,"Grady , OK",2006,"23,596","22,448","1,148",4.9
CN4005300000000,40,53,"Grant , OK",2006,"2,382","2,295",87,3.7
CN4005500000000,40,55,"Greer , OK",2006,"2,071","1,971",100,4.8
CN4005700000000,40,57,"Harmon , OK",2006,"1,430","1,380",50,3.5
CN4005900000000,40,59,"Harper , OK",2006,"1,835","1,779",56,3.1
